GC1519F;Serra do Larouco - Montalegre;VILA REAL;Silvana;41.880233;-7.7193;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2007/08/01;139;1;12;1482
GCYGZA;Enigma;SETUBAL;NFreitas;38.64025;-9.159583;PUZZLE;NOT_CHOSEN;3.5;1;AVAILABLE;2006/09/25;300;57;28;6
GC16ZJ3;PARQUE DA CIDADE DE PAREDES;PORTO;eterlusitano;41.208733;-8.3252;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/10/26;315;83;1;-9999999
GCQCH5;Ecopista Rio Minho (Moncao);VIANA DO CASTELO;cou;42.061867;-8.526083;TRADITIONAL;REGULAR;4;4;AVAILABLE;2005/08/31;176;11;5;17
GC164Z9;TP65- E tudo o vento levou [Cabeco de Montachique];LISBOA;btrodrigues;38.898417;-9.194083;TRADITIONAL;SMALL;1.5;3;AVAILABLE;2007/09/23;592;21;45;-9999999
GC105X2;Vilar Maior [Sabugal];GUARDA;HDV;40.476367;-6.940467;MULTI;LARGE;3;3;AVAILABLE;2007/01/03;40;8;3;775
GC15E3K;Colcurinho [Oliveira do Hospital];COIMBRA;team.fafnir;40.27795;-7.830183;MULTI;REGULAR;2;2;AVAILABLE;2007/08/26;130;6;37;650
GCXNNF;Alto da Lomba;COIMBRA;ReDaLeRt_PT;40.324517;-7.802433;TRADITIONAL;REGULAR;2.5;2.5;AVAILABLE;2006/08/10;103;7;0;649
GC1119W;Serra Sagrada de Grandola;SETUBAL;os_cinco_airados;38.16815;-8.585267;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2007/02/19;251;2;4;139
GC154CN;My Precious...;SANTAREM;tiand;39.551367;-8.293983;TRADITIONAL;REGULAR;3;5;AVAILABLE;2007/07/31;269;5;23;-9999999
GC15BBE;Passaro de Chuva;LISBOA;Kelux;38.752683;-9.263217;TRADITIONAL;MICRO;2;1.5;AVAILABLE;2007/08/22;877;25;1;-9999999
GCT5Z4;Maunca;LEIRIA;SERGIO CRUZ;39.672417;-8.758883;TRADITIONAL;REGULAR;1;4.5;AVAILABLE;2006/01/25;226;11;7;404
GCQGW1;Sudokache;LISBOA;B.O.D.A.;38.8;-9.216667;PUZZLE;SMALL;3;2.5;AVAILABLE;2005/09/11;222;15;7;233
GC17AKM;Forte do Cavalo - Farois de Portugal;SETUBAL;PPereira;38.43465;-9.116317;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2007/11/10;849;15;1;8
GC14RQQ;Into the Unknown [Torredeita, Viseu];VISEU;Bringer;40.634539;-8.028031;MULTI;REGULAR;2;3.5;AVAILABLE;2007/07/28;67;7;3;420
GC15APY;A cache no centro [Charneca Caparica];SETUBAL;almeidara;38.589833;-9.198667;PUZZLE;MICRO;2.5;1.5;AVAILABLE;2007/08/21;175;8;2;63
GCRTE1;Vila da Povoa de Mon Real;LEIRIA;CastorSereno;39.85015;-8.856167;TRADITIONAL;MICRO;2.5;1.5;AVAILABLE;2005/12/31;695;39;5;38
GC11AJM;S. Miguel do Rio Torto 1 (Abrantes);SANTAREM;Akagi;39.441933;-8.20435;MULTI;REGULAR;2;3;AVAILABLE;2007/03/08;141;5;8;42
GC177PC;Barragem do Enxoe [Pias];BEJA;BMRatinho;37.995083;-7.4621;TRADITIONAL;REGULAR;2;1.5;AVAILABLE;2007/11/06;179;0;1;-9999999
GC15861;Miradouro de Senharei  [Arcos de Valdevez];VIANA DO CASTELO;Jafqa;41.8917;-8.4827;TRADITIONAL;SMALL;2;3;AVAILABLE;2007/08/18;179;2;2;536
GC11BE;LIS Spotter's Place;LISBOA;dmatos;38.7801;-9.140717;VIRTUAL;VIRTUAL;2;3;AVAILABLE;2001/07/21;1202;3;58;117
GC16JGV;O Mar Salgado...;LISBOA;Team Ferreira;38.825517;-9.4694;MULTI;SMALL;1.5;2;AVAILABLE;2007/10/10;240;12;5;3
GCV43A;GnE IV - Regueira [Rio Maior];SANTAREM;TattaTeam;39.365717;-8.948267;TRADITIONAL;LARGE;1.5;2.5;AVAILABLE;2006/03/28;341;8;2;104
GC123K9;PR1 Rota dos Laranjais;VISEU;almeidara;40.553933;-8.157967;TRADITIONAL;REGULAR;2;2;AVAILABLE;2007/04/11;152;8;5;-9999999
GC15CA3;AVENTURA NO RIO oLO;PORTO;eterlusitano;41.3073;-8.003233;TRADITIONAL;SMALL;2.5;3;AVAILABLE;2007/08/24;22;5;4;133
GCX9VK;Sesimbra's Castle [Sesimbra];SETUBAL;CrisLuiz;38.452783;-9.106333;MULTI;REGULAR;1.5;2;AVAILABLE;2006/07/23;697;16;18;211
GC15386;Penedo do Eido;VIANA DO CASTELO;Fernando Rei;41.799067;-8.273667;TRADITIONAL;REGULAR;3;3;AVAILABLE;2007/08/11;50;1;14;675
GC14Z6Y;VISTAS DE S. DOMINGOS ;AVEIRO;eterlusitano;41.0271;-8.351633;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/08/06;152;15;12;390
GCVJ73;Penedo da Amizade [Sintra];LISBOA;play mobil;38.792083;-9.390833;TRADITIONAL;REGULAR;2;3.5;AVAILABLE;2006/04/24;596;32;147;370
GC12DVZ;Barquinha e o Tejo aqui ao lado;SANTAREM;Paulo Martins;39.457333;-8.432383;MULTI;REGULAR;1.5;1;AVAILABLE;2007/04/24;490;32;7;25
GC161R7;Palacio Real [Vendas Novas];EVORA;AnitaLune;38.678267;-8.457033;TRADITIONAL;SMALL;2.5;1;AVAILABLE;2007/09/18;614;42;24;149
GC176YG;Poco das Pias;GUARDA;nmcouto;40.4558;-7.395583;TRADITIONAL;REGULAR;4;4.5;AVAILABLE;2007/11/05;47;3;1;917
GC16AZ6;AA13 - A Nossa Praia [Praia do Pedrogao];LEIRIA;Paulo_Domingues;39.91605;-8.954717;TRADITIONAL;SMALL;2.5;2;AVAILABLE;2007/09/30;820;30;1;2
GC13RR7;TF-04 O Eremita;LEIRIA;trifaisca;39.536617;-8.7324;TRADITIONAL;REGULAR;4;4;AVAILABLE;2007/06/20;112;7;41;462
GCGZCK;Fenda da Calcedonia;BRAGA;Silvana;41.725133;-8.200883;TRADITIONAL;REGULAR;2;4.5;AVAILABLE;2003/09/20;732;60;207;851
GCTGMM;Real Barraca [Lisboa];LISBOA;btrodrigues;38.707983;-9.197367;TRADITIONAL;MICRO;1;1;AVAILABLE;2006/02/18;752;79;5;82
GC1223G;Portas de Montemuro;VISEU;almeidara;40.967917;-8.008117;TRADITIONAL;REGULAR;2;2;AVAILABLE;2007/04/09;176;1;5;1203
GCPZ38;Lost Lagoon;VILA REAL;World_Photographer;41.758317;-8.026233;TRADITIONAL;REGULAR;2.5;2.5;AVAILABLE;2006/04/06;121;6;23;736
GCC353;Apocalyptic Visions [Mertola];BEJA;MAntunes;37.649883;-7.508117;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2003/01/12;301;8;68;118
GCTC0Y;O Tejo e mais belo [Lisboa];LISBOA;Felinos;38.69835;-9.179867;TRADITIONAL;SMALL;2;1;AVAILABLE;2006/02/07;1173;144;18;2
GC1777K;PR5 - ROTA DOS ESPIGUEIROS - CRUZ DO PENSAL ;BRAGA;eterlusitano;41.507867;-8.064517;TRADITIONAL;MICRO;2.5;2;AVAILABLE;2007/11/05;53;0;0;522
GC169XX;Monte Clerigo II;FARO;Psipsina;37.3439;-8.848967;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/09/29;584;19;2;45
GC11R16;Monte da Tumba [Torrao];SETUBAL;almeidara;38.283967;-8.23125;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/03/28;189;5;4;-9999999
GCGFWX;Horta;ARQUIPELAGO DOS ACORES;Pizza;38.531867;-28.6247;VIRTUAL;VIRTUAL;1;1;AVAILABLE;2003/07/19;537;1;38;2
GC14562;Foz Castle;PORTO;kidloco;41.149067;-8.673833;MULTI;MICRO;2;1.5;AVAILABLE;2007/07/12;242;36;7;7
GC13ZX0;Nascente do Rio Este;BRAGA;jcr;41.577283;-8.33475;TRADITIONAL;REGULAR;2;1.5;AVAILABLE;2007/06/28;198;5;1;479
GC16333;VISO ;BRAGA;eterlusitano;41.406733;-8.068683;MULTI;SMALL;2;2;AVAILABLE;2007/09/20;45;1;4;787
GCPBKB;Agua das Lombadas;ARQUIPELAGO DOS ACORES;The Possums;37.776933;-25.460833;TRADITIONAL;REGULAR;1;2;AVAILABLE;2005/06/07;415;8;25;567
GCQQ9H;Penedos de Gois;COIMBRA;grade;40.107283;-8.13055;TRADITIONAL;LARGE;4;4;AVAILABLE;2005/09/25;126;1;59;-9999999
GC172HY;Acude do Furadouro [Mora];EVORA;elpombero;38.967967;-8.209417;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2007/10/30;323;8;3;53
GCQ6JN;Senhora da Guia [Belinho - Esposende];BRAGA;Paulo618;41.591083;-8.777633;TRADITIONAL;REGULAR;2;1.5;AVAILABLE;2005/08/18;621;8;10;-9999999
GCHQ8G;100coordenadas [near... I hope!];LISBOA;almeidara;38.815083;-9.391017;PUZZLE;REGULAR;4;2;AVAILABLE;2004/08/26;96;22;10;88
GC178TB;LAGOA AO VENTO (VG);BRAGA;eterlusitano;41.506417;-8.092883;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/11/08;150;0;2;733
GCXMV2;Forte de Milreus [Mafra];LISBOA;Bargao_Henriques;38.983333;-9.420317;TRADITIONAL;REGULAR;2;2;AVAILABLE;2006/08/11;861;2;40;20
GCZM61;Vista de passaro;FARO;pfudiebe;37.088117;-8.718317;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2006/12/01;874;1;21;97
GC161QM;ABOADELA ;PORTO;eterlusitano;41.2773;-7.995267;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/09/18;167;13;2;247
GC1779Z;A Passagem [Cartaxo];SANTAREM;FamiliaSilvestre;39.104717;-8.73335;TRADITIONAL;SMALL;2.5;2.5;AVAILABLE;2007/11/03;348;15;23;5
GCZ6BA;Lusiadas [Lisboa];LISBOA;almeidara;38.702183;-9.182833;PUZZLE;REGULAR;3;1.5;AVAILABLE;2006/11/03;302;11;5;27
GCZFEJ;Po-de-Anjo [Palmela, Setubal];SETUBAL;almeidara;38.564067;-8.938683;MULTI;REGULAR;1;1.5;AVAILABLE;2006/11/26;201;40;5;95
GC11PJH;Tres Minas - DP/EC9;VILA REAL;danieloliveira;41.494467;-7.521;EARTHCACHE;NOT_CHOSEN;1;1;AVAILABLE;2007/03/26;66;0;8;816
GC10GWX;Quatrim do Sul [Olhao];FARO;Torgut;37.035017;-7.7992;TRADITIONAL;REGULAR;2;2;DISABLED;2007/01/22;363;25;5;1
GC16820;Comporta do Sal / Salt Gate [Bizorreiro];COIMBRA;rifkindsss;40.102633;-8.806067;TRADITIONAL;MICRO;1.5;1.5;AVAILABLE;2007/08/15;302;13;2;-9999999
GCQ0JQ;Mafra Real;LISBOA;play mobil;38.938517;-9.321767;TRADITIONAL;REGULAR;1.5;1;AVAILABLE;2005/08/05;1265;50;21;245
GCN93J;Cactus Creek;FARO;FamiliaSilvestre;37.09035;-7.6826;TRADITIONAL;REGULAR;3;4;AVAILABLE;2005/03/29;323;11;9;3
GC155R7;s. mamede;BRAGA;vitinhaxXx;41.625567;-8.241783;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2007/08/15;230;6;2;652
GCTAT9;Rotas Lusitanas - Cabeco das Fraguas;GUARDA;beirabaixa.net;40.4245;-7.222533;TRADITIONAL;REGULAR;3.5;4;AVAILABLE;2006/02/04;46;1;7;-9999999
GCKH20;BH06 Estrela Garden [Lisboa];LISBOA;prodrive;38.714217;-9.15805;TRADITIONAL;MICRO;2;2;DISABLED;2004/09/11;935;74;11;84
GC16W9B;Vamos a banhos [Mangualde];VISEU;cmatos;40.604483;-7.872333;TRADITIONAL;REGULAR;2;3;AVAILABLE;2007/10/21;297;2;5;232
GC12FB1;House of Diamonds  [Lisboa];LISBOA;btrodrigues;38.708483;-9.1326;TRADITIONAL;MICRO;2;1.5;DISABLED;2007/05/12;1712;77;66;-9999999
GC15XJQ;Nas curvas do Paiva - Whitewaters [Arouca];AVEIRO;daraopedal;40.993067;-8.211783;TRADITIONAL;MICRO;2;2.5;AVAILABLE;2007/09/13;263;5;6;-9999999
GC1196Z;MARAGOUTOS ;PORTO;eterlusitano;41.3264;-8.272233;MULTI;REGULAR;2;2.5;AVAILABLE;2007/03/01;87;8;7;483
GC171VN;Viriatus eram prognatus hic [Lusitania];GUARDA;almeidara;40.322383;-7.685833;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/10/29;126;12;4;811
GC11CPZ;#400 [Lisboa];LISBOA;B.O.D.A.;38.74385;-9.188017;MULTI;REGULAR;5;5;AVAILABLE;2007/03/11;251;9;82;93
GC15MGZ;MONTE DO CASTRO MOZINHO ;PORTO;eterlusitano;41.145967;-8.311483;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/09/03;242;1;9;386
GC14NV8;Alegrete;PORTALEGRE;luis74;39.236883;-7.324533;TRADITIONAL;SMALL;1;1.5;DISABLED;2007/07/27;126;22;11;-9999999
GCTEQE;Linhas de Torres - Forte da Feira [ Malveira ];LISBOA;clcortez;38.935633;-9.255083;TRADITIONAL;SMALL;3;2;AVAILABLE;2006/02/13;630;22;15;247
GCQM5B;The Waterfall [Pitoes das Junias];VILA REAL;razalas;41.8298;-7.950083;TRADITIONAL;SMALL;2;3.5;AVAILABLE;2005/09/14;473;4;52;950
GC13DXT;Medieval Challenge;PORTO;kidloco;41.14105;-8.610567;MULTI;MICRO;4.5;3.5;AVAILABLE;2007/06/06;186;33;22;-9999999
GCQNY1;Biscaia;LISBOA;Teamnivea;38.7539;-9.476317;TRADITIONAL;SMALL;2.5;4.5;AVAILABLE;2005/09/24;179;2;31;10
GCV58K;GnE II ? Picota [Rio Maior];SANTAREM;clcortez;39.3607;-8.943717;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2006/03/27;409;4;0;115
GCZWBV;Catedral [Cristianismo];LISBOA;tmob;38.709667;-9.133917;TRADITIONAL;MICRO;1.5;1.5;AVAILABLE;2006/12/18;3494;108;7;-9999999
GC11C9F;DP 33 - Serra de Bornes;BRAGANCA;danieloliveira;41.43285;-7.008567;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/03/09;94;7;8;1134
GC15527;E A PONTE LOURIDO ?!;PORTO;eterlusitano;41.34755;-7.988083;TRADITIONAL;SMALL;2.5;3;AVAILABLE;2007/08/14;25;11;5;116
GC14DBM;The Stargate Mystery;SETUBAL;Blue_Trekkers;38.616667;-9.233333;PUZZLE;SMALL;2.5;1.5;AVAILABLE;2007/11/07;280;3;5;0
GCZVVP;Levada do Coentral [Castanheira de Pera];LEIRIA;McPenha;40.066;-8.18;MULTI;REGULAR;2;3;AVAILABLE;2006/12/17;116;5;32;701
GC15P9Z;AA11 - Dom Quixote;SANTAREM;K!mPossible;39.588083;-8.67485;TRADITIONAL;REGULAR;2.5;2;AVAILABLE;2007/09/04;167;3;0;459
GC1483D;CORNOS DAS ALTURAS!;VILA REAL;Drager;41.710033;-7.824117;MULTI;REGULAR;4;3.5;AVAILABLE;2007/07/09;35;6;5;-9999999
GCWXQY;Duarte's cache [Alpha Centauri];LISBOA;danieloliveira;38.762433;-9.485017;TRADITIONAL;SMALL;1.5;3;AVAILABLE;2006/07/02;239;2;38;72
GC174X7;ARRIFE Total;SANTAREM;sammendes;39.5137;-8.565483;PUZZLE;OTHER_SIZE;2.5;2.5;AVAILABLE;2007/11/03;76;0;17;119
GCYVG5;Monte de Sao Silvestre [Viana do Castelo];VIANA DO CASTELO;marioafonso;41.721533;-8.7455;TRADITIONAL;REGULAR;2;3;AVAILABLE;2006/10/13;269;1;14;251
GC1598Y;PORTO D'OLHO;BRAGA;eterlusitano;41.577683;-7.971067;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/08/20;73;2;5;-9999999
GCY6CB;three mountains;VISEU;rescue_man;41.004075;-7.801008;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2006/09/07;128;2;0;1082
GCHYTT;Alvao - Ranhadouro;VILA REAL;vfalco;41.34395;-7.8213;TRADITIONAL;REGULAR;2;1;AVAILABLE;2004/03/14;111;1;2;1156
GC12Y4J;The Masterpiece (Serralves);PORTO;kidloco;41.159783;-8.659833;PUZZLE;SMALL;4;1.5;AVAILABLE;2007/05/19;235;33;24;-9999999
GC14ZF7;S. Pedro Velho - Freita [Geoparque Arouca];AVEIRO;daraopedal;40.875067;-8.2809;TRADITIONAL;SMALL;2.5;2.5;AVAILABLE;2007/08/06;296;2;17;-9999999
GC15CA6;SR. DO CASTELO ;PORTO;eterlusitano;41.23475;-8.029967;TRADITIONAL;MICRO;2;2.5;AVAILABLE;2007/08/24;71;3;3;488
GCYHJ1;Silhas dos Ursos [Parque Nacional Peneda-Geres];BRAGA;razalas;41.745617;-8.1697;MULTI;REGULAR;2.5;4;AVAILABLE;2006/09/15;138;5;26;915
GCN0N8;Rocha dos Louros;ARQUIPELAGO DA MADEIRA;macmurphy;32.761867;-17.135683;TRADITIONAL;MICRO;3;4;AVAILABLE;2005/03/01;1178;18;39;1001
GCX69C;O Naufragio do San Pedro de Alcantara [Peniche];LEIRIA;paulohercules;39.375167;-9.3786;TRADITIONAL;OTHER_SIZE;2;2;AVAILABLE;2006/07/16;1492;49;69;2
GCY503;Navarone's Fortress [Trafaria];SETUBAL;B.O.D.A.;38.659617;-9.234283;MULTI;REGULAR;2;2.5;AVAILABLE;2006/10/26;390;19;86;80
GCG822;Rainbow Hydrothermal Vents;ARQUIPELAGO DOS ACORES;LordBritish;36.23;-33.903333;TRADITIONAL;MICRO;5;5;AVAILABLE;2002/07/19;-1;1;0;0
GCN0N2;Pe no Trilho [Batalha];LEIRIA;olharapo;39.635033;-8.758517;TRADITIONAL;REGULAR;2;3;AVAILABLE;2005/03/06;336;2;12;252
GC137ED;ALTO DA SR. DOS MONTES ;BRAGA;eterlusitano;41.405567;-8.34375;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/05/26;193;8;1;384
GC4B0D;The Bear Treasure;LEIRIA;GreenShades;39.99185;-8.914717;TRADITIONAL;LARGE;2;3;AVAILABLE;2002/04/07;316;4;37;7
GCT7QN;What time is it? / Que horas sao? [Lisboa];LISBOA;rebordao;38.706233;-9.143067;PUZZLE;SMALL;3.5;2;AVAILABLE;2006/02/11;173;9;9;5
GCQYE3;Lenda de S. Pedro de Rates, Povoa de Varzim;PORTO;ar-my;41.42325;-8.672733;MULTI;SMALL;2;2;AVAILABLE;2005/10/12;415;1;3;40
GC15999;CABECEIRAS A VISTA;BRAGA;eterlusitano;41.490767;-8.02445;TRADITIONAL;REGULAR;2.5;2;AVAILABLE;2007/08/20;60;2;2;750
GC13JZ6;Monte S. Joao de Valinhas [Arouca];AVEIRO;daraopedal;40.93585;-8.263967;TRADITIONAL;SMALL;2;2.5;AVAILABLE;2007/06/08;93;3;1;429
GCWJ4A;PROJECTO VG - PATAIAS - [Alcobaca];LEIRIA;viperunderground;39.687167;-9.002333;TRADITIONAL;SMALL;1.5;3;AVAILABLE;2006/06/12;257;8;4;-9999999
GC10Q5F;PROJECTO VG - MONTES ALTOS [ALQUEVA];EVORA;Portelada;38.316783;-7.390433;TRADITIONAL;MICRO;2;1.5;AVAILABLE;2007/02/02;90;1;0;169
GCPM58;The Giants of Don Quijote - Sabugal;GUARDA;amoreira;40.3064;-7.155867;PUZZLE;REGULAR;1;1;AVAILABLE;2005/07/08;70;3;1;-9999999
GC12D6E;Gruta do Porto Covo [Alcabideche];LISBOA;MakoShark2;38.7545;-9.424167;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/04/22;488;27;12;107
GC15FJM;Arnadelo (Vila Real);VILA REAL;prodrive;41.261067;-7.793433;TRADITIONAL;SMALL;1;2;AVAILABLE;2007/08/27;132;1;2;679
GC16KA8;Bob o Construtor [Alenquer];LISBOA;mtrevas;39.03605;-8.98635;PUZZLE;SMALL;4;1.5;AVAILABLE;2007/10/11;195;2;9;22
GCWM3R;Moinho do Pinheiro [Malcata];CASTELO BRANCO;rebordao;40.192233;-7.08935;TRADITIONAL;REGULAR;1.5;3;AVAILABLE;2006/06/16;38;0;1;-9999999
GC161R1;PICOTO (VG);PORTO;eterlusitano;41.285717;-8.018033;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/09/18;77;5;1;526
GCX43C;Saint Claire [Barragem de Santa Clara];BEJA;CrisLuiz;37.53145;-8.440067;TRADITIONAL;SMALL;1.5;3.5;AVAILABLE;2006/07/12;66;2;9;125
GCXYCD;Cerro da Villa [Vilamoura - Loule];FARO;jcr;37.080033;-8.119533;MULTI;REGULAR;2.5;1.5;AVAILABLE;2006/08/24;355;16;10;8
GC16Z6D;Um museu original;LISBOA;clcortez;38.85855;-9.328517;TRADITIONAL;MICRO;3;1.5;AVAILABLE;2007/10/26;546;13;34;134
GC174F5;Ermida de Santo Amaro - A Capela Geodesica;BEJA;Almodovar;37.519583;-8.077683;TRADITIONAL;REGULAR;3.5;2;AVAILABLE;2007/11/02;250;3;25;331
GCZ5XH;Monte do Bernardino [Alhandra];LISBOA;miguelrk;38.936983;-9.042;MULTI;MICRO;3;3.5;AVAILABLE;2006/11/01;96;0;9;274
GC174WT;ARRIFE Twins VI;SANTAREM;sammendes;39.5844;-8.540717;TRADITIONAL;SMALL;2;3.5;AVAILABLE;2007/11/03;114;2;6;155
GC12653;Senhora do Castelo [Aljustrel];BEJA;MightyReek;37.88155;-8.1677;TRADITIONAL;SMALL;3;2.5;AVAILABLE;2007/04/08;363;24;24;-9999999
GC12M20;Capela de Santa Marta [Benquerenca];CASTELO BRANCO;Blue_Trekkers;40.205533;-7.239867;TRADITIONAL;REGULAR;1.5;3;AVAILABLE;2007/04/28;54;3;0;792
GC13KTF;Telheiras - Porta do Ceu;LISBOA;acasim;38.760567;-9.16655;MULTI;SMALL;2;1.5;AVAILABLE;2007/06/13;467;47;53;97
GC11WKC;Senhor dos Martires [Alcacer do Sal];SETUBAL;almeidara;38.372867;-8.520783;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/04/02;862;25;20;28
GC16673;ONDE MELHOR SE VE GUIMARAES;BRAGA;eterlusitano;41.433867;-8.269033;TRADITIONAL;MICRO;2.5;1.5;AVAILABLE;2007/09/24;790;45;14;557
